0,19,14,18,34,17,18,24,14,33
0,0,1,0,0,0,0,0,0,0
7,12,0,16,13,12,15,12,8,11
15,12,13,0,9,23,19,10,14,18
3,2,6,4,0,6,4,4,2,4
16,19,11,11,17,0,7,18,11,18
19,20,15,19,21,16,0,16,16,27
12,17,6,14,9,13,9,0,14,13
4,4,2,2,1,1,2,3,0,2
19,13,11,11,14,8,11,9,14,0
