0,0,0,0,0,0,0,0,1,0
0,0,2,0,2,2,0,3,1,3
1,0,0,0,1,0,1,0,0,1
94,100,100,0,100,99,107,90,94,114
1,1,0,1,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0
5,4,2,4,3,6,0,8,7,6
3,2,3,2,5,7,3,0,1,7
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
