0,8,10,7,10,8,16,9,6,6
1,0,2,0,1,1,0,0,1,0
0,0,0,1,0,1,1,1,0,4
33,34,28,0,38,35,25,20,31,33
21,20,15,28,0,10,15,17,17,18
6,5,4,6,7,0,8,11,10,8
1,3,6,2,2,1,0,2,3,4
0,0,0,0,0,0,0,0,0,0
1,7,2,5,5,3,3,4,0,2
42,40,37,43,42,39,34,30,41,0
