0,0,1,0,0,0,0,0,0,0
1,0,2,0,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0
65,84,52,59,0,60,59,58,68,62
1,2,0,2,2,0,0,1,2,1
0,0,0,0,0,0,0,0,0,1
1,3,0,1,2,1,3,0,0,0
52,49,36,54,37,42,56,44,0,32
0,0,0,0,0,0,0,0,1,0
