0,9,9,10,2,10,13,15,13,15
6,0,8,3,10,9,10,6,7,7
5,8,0,11,11,1,10,10,8,11
17,27,23,0,14,18,20,15,23,16
12,10,4,5,0,10,11,3,3,5
2,3,0,2,3,0,1,1,2,2
13,19,8,7,24,13,0,12,17,13
8,4,19,19,12,7,13,0,7,11
39,26,28,37,34,24,33,33,0,29
1,1,0,0,0,0,0,0,1,0
