0,0,0,0,0,0,0,0,0,0
2,0,1,0,1,0,0,0,3,0
0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11,12,7,16,0,14,7,9,13,9
2,0,0,0,0,0,0,0,0,0
46,51,53,45,46,59,0,41,46,59
37,56,59,43,47,35,63,0,45,55
0,0,0,0,1,1,0,0,0,1
0,0,0,1,0,0,1,1,0,0
